"name","prompt","negative_prompt","description","category"
"POSE_Chin_Rest_Hand","(resting chin on hand:1.2), elbow on surface, thoughtful chin rest, thinking pose, hand under chin, pensive rest","standing, action, running","Chin-on-hand thinking pose. Combos: EXPRESSION_Pensive; MOOD_Mysterious; ACTIVITY_Studying; SCENE_Library.","POSE"
"POSE_Crouch_Low","1girl, (crouching:1.2), low crouch, squatting down, knees bent deep, low to ground","standing, upright","Action ready or casual. Combos: ARCHETYPE_Assassin; ARCHETYPE_Kunoichi.","POSE"
"POSE_Curtsy","(curtsy:1.3), deep curtsy, formal bow curtsy, elegant curtsy, one leg back curtsy, noble curtsy","fighting, running, casual standing","Formal curtsy/bow. Combos: ARCHETYPE_Maid; ARCHETYPE_Aristocrat_Noble; OUTFIT_Evening_Dress; MOOD_Elegant.","POSE"
"POSE_Defensive_Guard","1girl, (defensive stance:1.3), guard stance, arms raised in defense, fighting guard, protective pose","relaxed, open stance","Combat-ready. Combos: ARCHETYPE_Warrior; ARCHETYPE_Knight; ACTIVITY_Fighting_Pose.","POSE"
"POSE_Display_Lying_Back","(lying on back:1.3), (facing upward:1.2), supine relaxed pose, resting on back, lying down facing up, comfortable lying pose","face down, prone, standing, sitting","Relaxed supine pose facing up. SFW casual or portrait. Combos: SCENE_Bedroom; POSE_Arms_Above_Head; LIGHTING_Soft_Warm.","POSE"
"POSE_En_Pointe","(en pointe:1.3), ballet stance, tiptoe ballet, pointe position, ballet pose, dancer on toes","slouching, combat, sitting","Ballet en pointe pose. Combos: LIGHTING_Spotlight_Single; ACTIVITY_Dancing; MOOD_Elegant.","POSE"
"POSE_Exhausted_Collapsed","(collapsed from exhaustion:1.2), slumped, barely standing, knees on ground, battered but alive, weary warrior, battle exhaustion","energetic, standing, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Exhausted/collapsed pose. Combos: MOOD_Exhausted; EXPRESSION_Exhausted; THEME_Horror_Survival.","POSE"
"POSE_Falling_Dynamic","(falling pose:1.2), freefall, tumbling, desperate reach, dramatic drop, wind rushing up, hair streaming up, plummeting","grounded, stable, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Dynamic falling pose. Combos: CHARACTER_Action_Shot; EFFECTS_Motion_Blur.","POSE"
"POSE_Floating_Meditate","(floating meditation:1.2), levitating cross-legged, mid-air meditation, floating lotus, hovering meditative","grounded, running, standing","Floating meditation pose. Combos: ACTIVITY_Magic_Casting; ARCHETYPE_Monk; RACE_Angel; LIGHTING_Volumetric_Rays.","POSE"
"POSE_Flying_Midair","(flying pose:1.2), airborne, cape spread, arms extended, soaring, levitation, wind effect on clothes, mid-flight, gliding","grounded, on ground, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Flying/levitating pose. Combos: RACE_Angel; BODY_Superhero_Build; STYLE_Comic_Book_Western.","POSE"
"POSE_Grabbing_Own_Ankles","(grabbing own ankles:1.3), (hugging own legs:1.2), bent over holding ankles, flexible bent pose, hands reaching to ankles","standing straight, arms at sides","Ankle grab — flexibility/yoga context. SFW athleticism. Combos: ARCHETYPE_Athlete; ACTIVITY_Yoga; SCENE_Gym.","POSE"
"POSE_Hands_Clasped_Behind","(hands clasped behind back:1.2), hands behind back, formal standing, at-ease military, dignified posture","casual, slouching, sitting","Formal hands-behind-back stance. Combos: ARCHETYPE_Teacher; ARCHETYPE_Soldier_Modern; MOOD_Confident; EXPRESSION_Stoic_Blank.","POSE"
"POSE_Hands_On_Hips","1girl, (hands on hips:1.2), both hands on waist, akimbo stance, confident hip pose","arms at side, no hip contact","Authority and confidence. Combos: MOOD_Confident; ARCHETYPE_Warrior.","POSE"
"POSE_Head_Tilt","(head tilted:1.2), head tilt, curious head tilt, quizzical tilt, tilted head look, slight head incline, head cocked sideways","straight head, rigid","Curious head tilt. Combos: ARCHETYPE_Catgirl; EXPRESSION_Surprised; MOOD_Playful. Adds personality to portrait.","POSE"
"POSE_Heroic_Standing","(heroic standing pose:1.2), cape billowing, wind from below, powerful stance, hero pose, arms at side confident, protagonist stance","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Classic superhero/hero standing pose. Combos: CHARACTER_Portrait_Heroic; LIGHTING_Spotlight_Single.","POSE"
"POSE_Jump_Midair","1girl, (jumping:1.3), mid-air, leaping, airborne, feet off ground, jump pose","grounded, standing","Peak action moment. Combos: EFFECTS_Floating_Gravity; ARCHETYPE_Magical_Girl.","POSE"
"POSE_Kneeling","(kneeling:1.2), kneel pose, one knee down, both knees down, kneeling position, reverent kneel, warrior kneeling, bowing kneeling","standing, running, jumping","Kneeling pose. Combos: ARCHETYPE_Warrior; MOOD_Determined; SCENE_Fantasy_Ruins. Dramatic weight.","POSE"
"POSE_Leaning_Wall","(leaning against wall:1.2), wall lean pose, casual wall lean, hip against wall, shoulder to wall, relaxed lean, slouching against wall","standing straight, rigid, dynamic battle","Wall lean pose. Combos: SCENE_Cyberpunk_City; OUTFIT_Streetwear; MOOD_Confident. Urban casual.","POSE"
"POSE_Legs_Crossed","(legs crossed:1.3), cross-legged sitting, seated legs crossed, knees crossed, thighs crossed, elegant seated posture","spread legs, open stance, standing","Classic crossed-legs seated pose. Elegant and composed. Combos: ARCHETYPE_* formal; SCENE_Office; EXPRESSION_Smug; CAMERA_Full_Body.","POSE"
"POSE_Looking_Back","(looking back over shoulder:1.3), glancing back, over shoulder look, head turned back, backward glance, looking behind, coy backward glance","facing forward, frontal pose","Over-shoulder look. Combos: CAMERA_Over_Shoulder; OUTFIT styles; HAIR_Long_Flowing (hair sweeping). Very cinematic.","POSE"
"POSE_Lying_Down","1girl, (lying down:1.2), horizontal position, reclined, resting on surface, prone or supine","standing, sitting upright","Relaxed horizontal. Combos: SCENE_Bedroom; ACTIVITY_Sleeping.","POSE"
"POSE_One_Knee_Down","(one knee on ground:1.2), kneeling on one knee, knight's kneeling pose, proposal pose, respectful kneel","standing, sitting floor, lying","Single knee on ground. Combos: ARCHETYPE_Knight; ARCHETYPE_Samurai; MOOD_Reverent; EXPRESSION_Determined.","POSE"
"POSE_Photo_Chin_Up","(chin tilted up:1.3), (proud pose:1.2), neck elongated, looking upward, (confident expression:1.2), model pose, (strong jawline emphasis:1.1)","","Editorial chin-up model pose. Combos: STYLE_Magazine_Cover; LIGHTING_Studio_Three_Point.","POSE"
"POSE_Photo_Hand_On_Hip","(hand on hip:1.3), (one hand on hip:1.2), (other arm relaxed:1.1), fashion stance, (shifted hip:1.2), model posture","","Hand-on-hip fashion stance. Combos: ARCHETYPE_Idol; OUTFIT_Evening_Dress.","POSE"
"POSE_Photo_Lean_Wall","(leaning against wall:1.3), (one hand on wall:1.2), fashion pose, (weight on one leg:1.2), casual model stance, (looking at camera:1.2)","","Editorial lean-on-wall pose. Combos: SCENE_Urban; OUTFIT_Streetwear.","POSE"
"POSE_Photo_Over_Shoulder","(looking over shoulder:1.3), (back partially toward camera:1.2), (glancing back:1.3), three-quarter back view, model looking back pose","","Photoshoot over-shoulder glance. Combos: CAMERA_Over_Shoulder; HAIR_Long_Flowing.","POSE"
"POSE_Photo_Sitting_Relaxed","(relaxed sitting pose:1.3), (legs casually positioned:1.2), (one leg up or crossed:1.2), editorial sit, natural posture, (hands in lap:1.1)","","Relaxed editorial seated pose. Combos: SCENE_Bedroom; MOOD_Serene.","POSE"
"POSE_Prone_Lookback","(lying face down:1.3), (looking back over shoulder:1.2), prone on stomach, head turned back toward viewer, relaxed prone lookback","face up, on back, standing, sitting, pregnant, pregnancy, baby bump, maternity belly","Prone lookback — lying face down, head turned to viewer. Casual/portrait. Combos: SCENE_Beach; LIGHTING_Golden_Hour_Sunset; CAMERA_Over_Shoulder.","POSE"
"POSE_Reaching_Out","(reaching out hand:1.2), extended hand toward viewer, offering hand, grasping, desperate reach, calling out, outstretched arm","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Hand reaching toward camera. Fourth-wall breaking. Combos: CHARACTER_Portrait_Mysterious.","POSE"
"POSE_Running_Dynamic","1girl, (running:1.3), mid-run, dynamic motion, feet leaving ground, running pose, in motion","standing still, static","Action energy. Combos: EFFECTS_Motion_Blur; ACTIVITY_Running.","POSE"
"POSE_Seated_Side","(seated sideways:1.2), side-seated, legs to side, elegant side sit, floor seated sideways, casual side pose","standing, lying, facing forward","Sideways seated pose. Combos: OUTFIT_Evening_Dress; ARCHETYPE_Geisha; MOOD_Elegant; BODY_Tall_Elegant.","POSE"
"POSE_Seated_Throne","(seated on throne:1.2), regal sitting position, one leg up, arm on armrest, commanding seated pose, ruler sitting, dominance from seat","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Throne/ruling seated pose. Combos: ARCHETYPE_Male_King; SCENE_Throne_Room; MOOD_Confident.","POSE"
"POSE_Shrug","(shrugging:1.2), shoulder shrug, indifferent shrug, casual shrug, both hands up shrug","serious, fighting, proud","Casual shrug gesture. Combos: EXPRESSION_Bored; EXPRESSION_Smug; MOOD_Amused; ARCHETYPE_Gyaru.","POSE"
"POSE_Sitting_Chair","1girl, (sitting on chair:1.2), chair seated, sitting upright on seat, leg cross optional","floor, standing","Formal or casual depending on chair. Combos: ARCHETYPE_Office_Lady; SCENE_Office.","POSE"
"POSE_Sitting_Edge","1girl, (sitting on edge:1.2), perched on edge, feet dangling, sitting at ledge, edge of surface","center seated, standing","Casual elevated. Combos: SCENE_Rooftop_Night; SCENE_City_Street_Night.","POSE"
"POSE_Sitting_Floor","1girl, (sitting on floor:1.2), cross-legged, floor sitting, casual floor seat, legs folded","standing, on chair","Casual and grounded. Combos: SCENE_Bedroom; ACTIVITY_Reading.","POSE"
"POSE_Sneaking_Crouch","(sneaking crouch:1.2), low profile movement, stealth pose, tiptoeing, peering around corner, rogue stance, careful movement","upright, proud, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Sneaking/stealth crouch pose. Combos: ARCHETYPE_Male_Rogue; ARCHETYPE_Assassin; MOOD_Focused.","POSE"
"POSE_Standing_Relaxed","1girl, (standing relaxed:1.2), weight on one leg, casual stance, natural standing, hip slightly out","tense, rigid, formal","Default natural stand. Versatile base pose. Combos: any OUTFIT, any SCENE.","POSE"
"POSE_Sword_Raised_Overhead","(sword raised overhead:1.3), blade above head, weapon raised, overhead strike pose, battle cry pose, sword aloft","peaceful, sitting, unarmed","Sword raised overhead battle pose. Combos: ARCHETYPE_Warrior; ARCHETYPE_Knight; ACCESSORY_Katana; LIGHTING_Lightning_Flash.","POSE"
"POSE_Thinking_Hand_Chin","1girl, (hand on chin:1.2), thinking pose, finger to chin, contemplative hand gesture, pondering","no hand near face","Intellectual or playful. Combos: ARCHETYPE_Scientist; MOOD_Focused.","POSE"
"POSE_Victory_Arms_Up","(victory pose:1.2), arms raised in triumph, celebrating win, champion gesture, fist pump, triumphant stance, winner pose","defeated, slumped, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Victory celebration pose. Combos: MOOD_Excited; EXPRESSION_Laughing; THEME_Action_Thriller.","POSE"
"POSE_Walking_Step","1girl, (mid-walk:1.2), walking, stepping forward, stride, caught mid-step, walking pose","standing still","Natural movement. Combos: SCENE_City_Street_Night; EFFECTS_Motion_Blur light.","POSE"
"POSE_Wave_Greeting","1girl, (waving hand:1.2), greeting wave, hand raised in wave, hello gesture","hand down, no wave","Friendly interaction. Combos: EXPRESSION_Gentle_Smile; direct CAMERA_Face_Close.","POSE"
"PROPS_Ancient_Tome","(ancient tome:1.2), old leather book, spell book, grimoire, forbidden book, thick ancient text, cracked spine, glowing pages optional","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Ancient tome/grimoire prop. Combos: ARCHETYPE_Male_Mage; ARCHETYPE_Witch; SCENE_Library.","PROPS"
"PROPS_Bench_Outdoor","(park bench:1.2), wooden bench, outdoor bench seat, sitting bench, bench in park, stone bench","indoor, no seat, action","Park/outdoor bench. Combos: SCENE_Park_Bench_Autumn; MOOD_Melancholic; ATMOSPHERE_Season_Autumn_Leaves.","PROPS"
"PROPS_Bicycle","(bicycle:1.2), riding bicycle, bike, leaning on bicycle, city bike, basket bike, cycling, vintage bicycle","indoor, fantasy, armor","Bicycle prop. Combos: SCENE_Garden_Flower; SEASON_Spring_Cherry; OUTFIT_Casual. Lifestyle feel.","PROPS"
"PROPS_Book_Tome","(large book:1.2), open tome, reading book, old leather book, magic tome, held book","no book","Intellectual prop. Combos: ARCHETYPE_Librarian; ARCHETYPE_Witch; ACTIVITY_Reading.","PROPS"
"PROPS_Camera_Modern","(camera:1.2), digital camera, DSLR camera, mirrorless camera, photographer camera, lens camera","no camera, painting, phone","Modern camera prop. Combos: MOOD_Focused; any SCENE for context.","PROPS"
"PROPS_Camera_Vintage","(vintage camera:1.2), film camera, holding camera, old camera, photography prop","modern phone, no camera","Photography or era prop. Combos: ERA_Retro_Futurism; STYLE_90s_Retro; SCENE_City_Street_Night.","PROPS"
"PROPS_Candle","(candle or candelabra:1.2), wax dripping candle, candleholder, multiple candles, gothic candelabra, flickering flame, candle light source","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Candle/candelabra prop. Combos: LIGHTING_Candlelight; SCENE_Haunted_Mansion; SCENE_Cult_Chamber.","PROPS"
"PROPS_Chopsticks","(chopsticks:1.3), holding chopsticks, eating with chopsticks, wooden chopsticks, chopsticks raised","fork, spoon, no utensil","Chopsticks as prop. Combos: FOOD_Noodle_Ramen; FOOD_Sushi_Plate; ACTIVITY_Eating; SCENE_Izakaya_Bar.","PROPS"
"PROPS_Cocktail_Glass","(cocktail glass:1.3), (holding drink:1.2), wine glass, martini glass, cocktail in hand, clinking glasses, drinking glass","no glass, no drink, empty","Cocktail/drink glass prop. Combos: SCENE_Izakaya_Bar; ARCHETYPE_Bartender; MOOD_Elegant; LIGHTING_Neon_Colorful.","PROPS"
"PROPS_Coffee_Cup","(coffee cup:1.2), mug of coffee, steaming cup, takeaway coffee, holding coffee, cafe cup","no cup, outdoors, fighting","Coffee cup prop. Combos: ACTIVITY_Drinking_Coffee; SCENE_Cafe; MOOD_Serene; OUTFIT_Dark_Academia.","PROPS"
"PROPS_Fan_Japanese","(japanese fan:1.2), folding fan, decorative fan, hand fan, geisha fan, ornate paper fan","no props, weapon, modern","Japanese folding fan. Combos: ARCHETYPE_Geisha; CLOTHES_Kimono; SCENE_Summer_Festival; MOOD_Elegant.","PROPS"
"PROPS_Flower_Bouquet","(flower bouquet:1.3), holding bouquet, bunch of flowers, roses bouquet, wildflower bundle, wrapped flowers, bouquet in arms","weapon, tech, dark","Flower bouquet. Combos: ARCHETYPE_Princess; SEASON_Spring_Cherry; MOOD_Excited. Universal romantic prop.","PROPS"
"PROPS_Guitar","(acoustic guitar:1.3), guitar in hands, playing guitar, strumming, guitar on back, electric guitar optional, musician prop, musical instrument","no instrument, sword, weapon","Guitar prop. Combos: ARCHETYPE_Rockstar; SCENE_Stage_Performance; MOOD_Playful. Distinct from small ACCESSORY.","PROPS"
"PROPS_Lantern","(paper lantern:1.2), holding lantern, glowing lantern, Japanese paper lantern, candle lantern, warm lantern glow, lantern light","modern tech, cold, sterile","Lantern prop. Combos: SCENE_Japanese_Night; LIGHTING_Candlelight; ERA_Feudal_Japan.","PROPS"
"PROPS_Letter_Envelope","(holding letter:1.2), letter envelope, paper letter, handwritten letter, sealed envelope, love letter prop","no paper, digital, fighting","Letter/envelope prop. Combos: THEME_Romance_Drama; MOOD_Longing; MOOD_Bittersweet; EXPRESSION_Sad_Lonely.","PROPS"
"PROPS_Map_Scroll","(rolled map:1.2), treasure map, explorer map, scroll map, navigation chart, unrolled map","no prop, indoor, modern device","Map or scroll prop. Combos: ARCHETYPE_Nomad; ARCHETYPE_Pirate_Captain; ERA_Renaissance; SCENE_Silk_Road_Caravan.","PROPS"
"PROPS_Microphone","(microphone:1.3), (holding mic:1.2), handheld microphone, singing into mic, performer microphone, stage mic, recording mic, (phone screen facing away from viewer:1.3), (screen visible to holder:1.2), phone held toward partner, (back of phone toward camera:1.2)","no microphone, no singing, silent, phone screen facing camera, screen toward viewer, selfie angle, phone camera toward viewer","Microphone prop. Combos: ARCHETYPE_Idol; ACTIVITY_Singing; SCENE_Stage_Performance; LIGHTING_Spotlight_Single.","PROPS"
"PROPS_Motorcycle_Helmet","(motorcycle helmet:1.3), (helmet in hand:1.2), holding bike helmet, taking off helmet, visor helmet, biker gear","no helmet, no bike, no gear","Motorcycle helmet prop. Combos: VEHICLE_Motorcycle; OUTFIT_Tactical_Military; MOOD_Confident; ARCHETYPE_Nomad.","PROPS"
"PROPS_Paint_Brush","(paint brush:1.3), (artist brush:1.2), holding brush, brush stroke, painting tool, watercolor brush, palette and brush","no brush, no painting, no art","Artist paintbrush. Combos: ACTIVITY_Painting; SCENE_Art_Studio; ARCHETYPE_Street_Artist; MOOD_Focused.","PROPS"
